hour,day_of_week,is_weekend,rain_intensity,temperature,humidity,event_flag,rush_hour,avg_speed,traffic_flow
10,2,0,0.0,44.6,68.2,0,0,36.7,273.0
10,2,0,0.0,29.7,34.8,0,0,31.0,339.0
10,2,0,0.12,6.3,54.4,0,0,45.0,290.0
10,2,0,0.7,6.2,74.5,0,0,25.0,489.0
10,2,0,0.51,21.3,71.9,0,0,36.9,388.0
10,2,0,0.26,26.2,43.1,0,0,43.8,322.0
10,2,0,0.2,27.3,43.7,0,0,24.6,393.0
10,2,0,0.25,19.3,85.9,0,0,30.5,371.0
10,2,0,0.35,36.9,77.0,0,0,33.5,376.0
10,2,0,0.81,31.0,40.1,1,0,14.2,742.0
11,2,0,0.7,30.8,61.5,0,0,16.7,462.0
11,2,0,0.26,21.5,53.6,0,0,33.6,387.0
11,2,0,0.57,8.8,43.7,0,0,21.4,504.0
11,2,0,0.14,30.8,75.9,0,0,34.2,355.0
11,2,0,0.0,17.7,83.2,0,0,37.7,297.0
11,2,0,0.0,21.9,67.5,0,0,47.9,296.0
11,2,0,0.23,22.4,80.5,1,0,20.8,558.0
11,2,0,0.26,23.7,49.3,0,0,34.8,369.0
11,2,0,0.0,18.4,58.0,0,0,43.0,284.0
11,2,0,0.0,16.8,78.1,0,0,34.7,359.0
12,2,0,0.0,28.0,80.7,0,0,31.1,325.0
12,2,0,0.0,15.8,48.6,0,0,44.7,311.0
12,2,0,0.09,30.6,71.5,0,0,39.5,304.0
12,2,0,0.07,5.1,51.3,1,0,16.1,511.0
12,2,0,0.41,17.4,86.1,0,0,31.5,459.0
12,2,0,0.44,13.0,88.7,0,0,29.4,452.0
12,2,0,0.0,24.3,77.9,0,0,31.2,302.0
12,2,0,0.0,43.3,50.4,0,0,40.2,242.0
12,2,0,0.0,18.0,64.0,0,0,40.7,258.0
12,2,0,0.53,24.4,31.3,0,0,36.4,443.0
13,2,0,0.32,21.6,52.1,0,0,27.1,403.0
13,2,0,0.43,27.2,67.8,0,0,30.6,425.0
13,2,0,0.0,26.4,60.5,0,0,35.2,307.0
13,2,0,0.38,25.5,41.0,0,0,36.0,352.0
13,2,0,0.64,31.1,73.3,0,0,26.7,465.0
13,2,0,0.13,20.2,71.2,0,0,38.2,290.0
13,2,0,0.0,34.8,53.4,1,0,33.4,439.0
13,2,0,0.0,36.4,86.3,1,0,26.4,478.0
13,2,0,0.02,35.7,58.7,0,0,34.1,287.0
13,2,0,0.29,26.8,73.5,0,0,33.8,345.0
14,2,0,0.15,20.6,57.8,0,0,40.4,340.0
14,2,0,0.29,22.1,72.6,0,0,43.6,416.0
14,2,0,0.28,19.7,84.7,0,0,31.0,359.0
14,2,0,0.11,29.3,69.2,1,0,22.1,562.0
14,2,0,0.0,19.3,32.9,0,0,39.8,326.0
14,2,0,0.55,36.0,44.6,0,0,31.6,373.0
14,2,0,0.53,20.6,85.1,0,0,32.2,430.0
14,2,0,0.4,20.1,42.8,0,0,28.5,368.0
14,2,0,0.0,26.4,39.2,0,0,34.5,332.0
14,2,0,0.5,26.5,41.8,0,0,21.8,429.0
15,2,0,0.82,21.2,77.7,0,0,23.5,457.0
15,2,0,0.0,26.0,47.3,0,0,32.0,286.0
15,2,0,0.54,37.8,72.5,0,0,31.2,406.0
15,2,0,0.0,21.8,80.6,0,0,42.5,277.0
15,2,0,0.27,24.4,65.6,0,0,38.2,345.0
15,2,0,0.39,19.8,71.2,0,0,38.7,411.0
15,2,0,0.69,28.5,46.2,0,0,21.3,492.0
15,2,0,0.34,10.0,72.2,0,0,27.6,416.0
15,2,0,0.39,31.6,57.8,0,0,20.3,422.0
15,2,0,0.15,17.5,57.9,0,0,35.3,325.0
16,2,0,0.0,26.1,80.1,0,0,46.2,292.0
16,2,0,0.47,23.7,47.3,0,0,30.2,428.0
16,2,0,0.08,22.4,31.6,0,0,30.6,343.0
16,2,0,0.44,17.7,45.1,1,0,13.7,615.0
16,2,0,0.0,14.2,48.1,0,0,32.5,300.0
16,2,0,0.65,17.5,79.1,0,0,27.2,441.0
16,2,0,0.03,26.2,67.0,0,0,42.2,278.0
16,2,0,0.03,32.5,65.2,0,0,40.5,298.0
16,2,0,0.42,30.4,85.8,1,0,13.4,593.0
16,2,0,0.3,40.7,35.0,0,0,22.6,377.0
17,2,0,0.34,31.2,67.3,0,1,11.8,654.0
17,2,0,0.13,17.3,31.7,0,1,10.0,609.0
17,2,0,0.04,24.2,65.3,0,1,19.1,552.0
17,2,0,0.0,35.3,74.3,0,1,18.8,539.0
17,2,0,0.74,23.7,53.6,1,1,10.0,1355.0
17,2,0,0.24,6.1,51.8,0,1,10.0,691.0
17,2,0,0.0,10.1,54.2,0,1,18.1,574.0
17,2,0,0.1,41.4,76.8,0,1,16.9,586.0
17,2,0,0.59,23.6,48.8,0,1,10.9,845.0
17,2,0,0.34,32.7,46.0,0,1,10.0,703.0
18,2,0,0.0,25.7,38.2,0,1,11.3,574.0
18,2,0,0.48,42.2,45.0,0,1,10.8,753.0
18,2,0,0.29,23.3,88.8,0,1,13.2,711.0
18,2,0,0.11,25.7,89.8,0,1,10.4,619.0
18,2,0,0.01,13.5,68.8,0,1,19.2,518.0
18,2,0,0.0,14.8,87.6,0,1,25.5,554.0
18,2,0,0.36,20.8,39.4,0,1,10.0,707.0
18,2,0,0.19,16.5,46.6,1,1,22.9,925.0
18,2,0,0.0,23.7,38.5,0,1,17.5,547.0
18,2,0,0.24,20.5,72.9,0,1,10.0,712.0
19,2,0,0.3,26.2,33.9,0,1,13.9,702.0
19,2,0,0.0,26.2,46.4,0,1,10.0,576.0
19,2,0,0.13,23.9,73.8,0,1,10.0,605.0
19,2,0,0.28,22.5,63.9,0,1,16.7,684.0
19,2,0,0.41,26.0,49.4,0,1,11.3,730.0
19,2,0,0.68,30.1,76.4,0,1,10.0,858.0
19,2,0,0.35,16.9,39.5,1,1,13.4,1072.0
19,2,0,0.43,21.3,57.5,0,1,10.0,753.0
19,2,0,0.0,29.4,63.8,0,1,15.1,521.0
19,2,0,0.23,22.7,62.1,0,1,11.6,689.0
20,2,0,0.2,20.8,48.8,0,0,34.2,295.0
20,2,0,0.39,16.9,51.0,0,0,34.8,338.0
20,2,0,0.2,20.5,81.3,0,0,45.9,231.0
20,2,0,0.69,17.6,83.4,0,0,30.9,339.0
20,2,0,0.0,19.2,41.7,0,0,40.7,229.0
20,2,0,0.43,30.4,36.3,1,0,30.3,474.0
20,2,0,0.35,12.3,79.3,0,0,37.4,318.0
20,2,0,0.12,24.7,82.8,0,0,40.2,264.0
20,2,0,0.0,13.4,32.3,0,0,38.7,262.0
20,2,0,0.18,22.1,31.9,0,0,39.7,241.0
21,2,0,0.36,22.2,56.2,0,0,27.5,328.0
21,2,0,0.07,19.9,62.8,0,0,33.7,276.0
21,2,0,0.67,24.6,86.9,0,0,29.3,358.0
21,2,0,0.0,21.4,78.6,0,0,50.3,237.0
21,2,0,0.0,25.5,63.3,0,0,48.1,251.0
21,2,0,0.46,15.3,51.7,0,0,52.1,303.0
21,2,0,0.64,18.6,83.0,0,0,29.0,420.0
21,2,0,0.17,34.2,80.1,0,0,38.7,261.0
21,2,0,0.46,27.9,83.5,1,0,33.2,503.0
21,2,0,0.54,18.3,61.9,0,0,45.4,298.0
22,2,0,0.22,28.9,86.3,0,0,38.1,283.0
22,2,0,0.49,31.9,84.3,0,0,35.9,320.0
22,2,0,0.0,24.6,61.3,0,0,42.4,226.0
22,2,0,0.0,12.1,89.4,0,0,34.3,247.0
22,2,0,0.78,24.2,36.6,0,0,26.5,430.0
22,2,0,0.77,25.4,74.7,0,0,27.9,404.0
22,2,0,0.0,23.4,81.9,0,0,36.1,286.0
22,2,0,0.0,32.0,78.6,0,0,53.0,186.0
22,2,0,0.61,14.1,85.3,0,0,27.0,363.0
22,2,0,0.43,31.3,61.5,0,0,36.0,363.0
23,2,0,0.34,29.9,51.2,0,0,49.6,126.0
23,2,0,0.16,24.5,71.3,0,0,42.3,128.0
23,2,0,0.17,26.1,45.9,0,0,47.5,116.0
23,2,0,0.0,18.6,89.4,0,0,53.5,119.0
23,2,0,0.51,26.6,68.7,0,0,50.3,139.0
23,2,0,0.7,31.6,53.6,0,0,53.2,82.0
23,2,0,0.55,24.3,68.7,0,0,46.1,146.0
23,2,0,0.1,8.8,77.9,1,0,48.3,121.0
23,2,0,0.14,29.0,47.8,1,0,43.5,186.0
23,2,0,0.0,31.0,52.6,0,0,49.0,199.0
0,3,0,0.12,32.0,84.5,1,0,42.2,213.0
0,3,0,0.0,17.9,68.5,1,0,50.7,109.0
0,3,0,0.0,24.6,77.1,0,0,60.0,70.0
0,3,0,0.79,39.0,47.9,0,0,60.0,120.0
0,3,0,0.08,23.5,45.2,0,0,44.6,112.0
0,3,0,0.68,37.0,53.3,0,0,44.3,190.0
0,3,0,0.29,24.9,56.4,0,0,52.5,110.0
0,3,0,0.48,28.3,86.5,0,0,60.0,96.0
0,3,0,0.0,26.8,81.4,1,0,53.3,147.0
0,3,0,0.0,21.5,71.0,0,0,49.8,118.0
1,3,0,0.55,35.9,63.6,0,0,46.7,198.0
1,3,0,0.25,20.7,75.9,0,0,53.1,141.0
1,3,0,0.15,27.6,71.4,0,0,50.8,118.0
1,3,0,0.2,17.4,55.7,0,0,41.9,150.0
1,3,0,0.32,19.6,88.8,0,0,51.3,137.0
1,3,0,0.0,16.0,61.0,0,0,59.6,71.0
1,3,0,0.33,39.0,36.5,0,0,54.4,124.0
1,3,0,0.2,38.9,66.3,0,0,50.3,87.0
1,3,0,0.0,37.9,53.4,0,0,55.3,136.0
1,3,0,0.16,22.1,54.7,0,0,50.4,107.0
2,3,0,0.08,26.8,31.2,0,0,60.0,92.0
2,3,0,0.0,28.1,76.9,1,0,51.3,153.0
2,3,0,0.0,35.1,52.9,0,0,52.6,108.0
2,3,0,0.57,29.4,40.3,0,0,41.4,150.0
2,3,0,0.34,16.2,47.5,0,0,51.9,145.0
2,3,0,0.0,23.8,68.8,1,0,48.0,120.0
2,3,0,0.32,27.9,45.5,1,0,44.7,154.0
2,3,0,0.2,32.2,69.4,0,0,41.4,171.0
2,3,0,0.0,16.0,68.1,0,0,59.8,51.0
2,3,0,0.09,16.9,54.9,0,0,51.5,128.0
3,3,0,0.2,13.8,55.8,0,0,57.4,89.0
3,3,0,0.48,26.9,84.6,0,0,51.5,133.0
3,3,0,0.3,26.2,41.2,0,0,51.4,164.0
3,3,0,0.26,29.8,88.2,0,0,47.2,83.0
3,3,0,0.0,31.5,30.1,0,0,54.6,127.0
3,3,0,0.0,35.0,61.3,0,0,55.7,69.0
3,3,0,0.24,23.2,30.6,0,0,53.9,120.0
3,3,0,0.0,33.0,80.6,0,0,51.6,60.0
3,3,0,0.1,33.0,31.0,0,0,42.6,156.0
3,3,0,0.07,12.3,33.4,0,0,51.3,150.0
4,3,0,0.0,10.8,35.3,0,0,51.6,86.0
4,3,0,1.03,11.1,86.9,0,0,42.4,187.0
4,3,0,0.72,47.7,82.4,0,0,57.3,123.0
4,3,0,0.48,12.8,40.4,0,0,37.9,123.0
4,3,0,0.33,24.7,32.7,0,0,53.2,130.0
4,3,0,0.1,36.0,57.2,0,0,50.4,87.0
4,3,0,0.48,24.9,49.3,0,0,51.4,178.0
4,3,0,0.3,36.7,54.1,1,0,47.8,189.0
4,3,0,0.0,35.2,70.2,0,0,50.3,74.0
4,3,0,0.25,39.6,71.0,0,0,41.9,140.0
5,3,0,0.84,15.2,47.5,1,0,42.4,277.0
5,3,0,0.0,16.5,69.7,0,0,55.3,133.0
5,3,0,0.0,37.8,53.7,0,0,51.6,80.0
5,3,0,0.02,27.2,86.3,1,0,49.1,161.0
5,3,0,0.14,31.7,80.8,0,0,57.5,87.0
5,3,0,0.12,25.9,80.3,0,0,46.2,125.0
5,3,0,0.0,24.4,73.8,0,0,48.1,78.0
5,3,0,0.0,29.3,52.7,0,0,55.8,86.0
5,3,0,0.13,20.3,55.5,0,0,59.9,50.0
5,3,0,0.0,15.8,68.9,0,0,55.1,100.0
6,3,0,0.0,17.6,35.8,0,0,52.3,50.0
6,3,0,0.09,19.5,83.2,0,0,44.6,139.0
6,3,0,0.0,40.4,44.3,0,0,41.0,137.0
6,3,0,0.0,20.1,37.0,0,0,57.9,95.0
6,3,0,0.15,43.8,82.4,0,0,60.0,77.0
6,3,0,0.26,28.0,36.7,1,0,42.4,196.0
6,3,0,0.25,34.9,63.3,0,0,60.0,92.0
6,3,0,0.0,27.6,87.7,0,0,57.6,121.0
6,3,0,0.0,21.1,54.6,0,0,57.0,136.0
6,3,0,0.64,12.8,78.8,0,0,46.6,150.0
7,3,0,0.28,37.6,69.1,0,1,13.4,621.0
7,3,0,0.2,19.6,35.5,0,1,12.0,567.0
7,3,0,0.15,28.3,68.4,0,1,15.6,602.0
7,3,0,0.43,31.7,60.6,0,1,14.7,746.0
7,3,0,0.0,20.6,83.8,0,1,25.0,486.0
7,3,0,0.78,25.4,62.6,0,1,14.7,841.0
7,3,0,0.51,22.0,39.8,0,1,10.0,663.0
7,3,0,0.37,33.8,56.2,0,1,13.3,633.0
7,3,0,0.34,15.9,68.5,0,1,20.5,619.0
7,3,0,0.48,34.1,87.8,0,1,10.0,701.0
8,3,0,0.23,13.6,50.8,0,1,19.8,546.0
8,3,0,0.23,20.3,50.2,1,1,10.0,870.0
8,3,0,0.58,27.6,55.4,0,1,16.6,731.0
8,3,0,0.11,46.9,74.0,0,1,25.4,494.0
8,3,0,0.29,16.6,59.4,0,1,10.0,611.0
8,3,0,0.59,25.5,34.6,0,1,10.0,768.0
8,3,0,0.0,32.5,80.7,0,1,10.0,470.0
8,3,0,0.0,22.0,49.5,0,1,20.4,518.0
8,3,0,0.21,33.7,63.9,0,1,22.3,547.0
8,3,0,0.32,16.6,84.1,1,1,18.5,913.0
9,3,0,0.0,31.3,89.9,0,1,28.1,519.0
9,3,0,0.77,15.2,50.5,0,1,10.2,804.0
9,3,0,0.26,30.1,35.0,0,1,18.4,592.0
9,3,0,0.0,16.8,64.6,0,1,39.0,482.0
9,3,0,0.0,34.2,76.9,0,1,18.4,515.0
9,3,0,0.58,34.0,58.9,1,1,13.2,1078.0
9,3,0,0.27,16.0,74.4,0,1,15.8,612.0
9,3,0,0.71,23.9,49.7,0,1,11.9,809.0
9,3,0,0.0,18.9,47.9,0,1,23.7,444.0
9,3,0,0.63,13.1,75.8,0,1,14.9,774.0
10,3,0,0.25,36.7,64.7,0,0,32.7,389.0
10,3,0,0.2,31.8,62.7,0,0,39.9,352.0
10,3,0,0.47,25.3,77.4,0,0,29.8,411.0
10,3,0,0.57,25.7,36.7,0,0,31.1,419.0
10,3,0,0.33,34.8,41.6,0,0,25.6,439.0
10,3,0,0.0,40.3,84.0,0,0,52.3,331.0
10,3,0,0.23,14.5,78.2,0,0,25.5,361.0
10,3,0,0.44,18.7,63.9,0,0,31.0,444.0
10,3,0,0.0,32.4,68.9,1,0,30.8,445.0
10,3,0,0.0,12.5,56.1,0,0,33.5,300.0
11,3,0,0.99,23.6,51.8,0,0,19.0,565.0
11,3,0,0.23,29.4,32.6,0,0,33.3,328.0
11,3,0,0.13,23.1,32.7,0,0,39.5,335.0
11,3,0,0.46,29.3,77.5,0,0,27.4,429.0
11,3,0,0.1,26.3,70.9,0,0,35.7,343.0
11,3,0,0.56,10.5,30.7,1,0,11.2,638.0
11,3,0,0.6,25.7,42.4,0,0,30.6,401.0
11,3,0,0.21,16.6,34.7,0,0,35.1,337.0
11,3,0,0.24,17.4,65.5,0,0,30.9,359.0
11,3,0,0.35,31.1,37.9,0,0,31.9,436.0
12,3,0,0.36,30.8,68.0,0,0,31.6,418.0
12,3,0,0.0,34.5,52.6,0,0,37.5,305.0
12,3,0,0.04,31.6,56.8,0,0,34.8,275.0
12,3,0,0.0,16.1,68.0,1,0,32.1,432.0
12,3,0,0.39,16.1,70.2,0,0,36.1,397.0
12,3,0,0.0,26.8,56.0,0,0,35.0,278.0
12,3,0,0.61,25.1,74.6,1,0,23.7,700.0
12,3,0,0.33,24.5,63.6,0,0,29.7,353.0
12,3,0,0.35,44.1,30.5,0,0,34.4,399.0
12,3,0,0.04,26.6,51.7,0,0,36.1,286.0
13,3,0,0.0,19.2,70.9,0,0,39.3,297.0
13,3,0,0.34,26.4,42.0,0,0,28.6,380.0
13,3,0,0.0,20.4,87.5,0,0,41.5,315.0
13,3,0,0.35,19.2,73.6,1,0,14.4,599.0
13,3,0,0.04,19.0,33.8,1,0,30.1,481.0
13,3,0,0.0,21.0,32.4,0,0,31.7,295.0
13,3,0,0.0,18.1,82.5,0,0,34.1,353.0
13,3,0,0.17,22.2,58.8,1,0,21.3,505.0
13,3,0,0.13,20.0,87.5,0,0,31.2,339.0
13,3,0,0.0,24.2,42.1,0,0,37.2,341.0
14,3,0,0.45,34.8,79.6,0,0,38.3,418.0
14,3,0,0.44,18.2,58.4,0,0,24.4,432.0
14,3,0,0.31,26.3,39.9,0,0,38.3,337.0
14,3,0,0.54,29.9,51.3,0,0,25.2,398.0
14,3,0,0.18,18.8,62.9,0,0,30.8,337.0
14,3,0,0.32,9.4,69.7,0,0,35.6,353.0
14,3,0,0.37,33.0,83.3,0,0,28.1,417.0
14,3,0,0.15,33.6,52.9,0,0,36.2,340.0
14,3,0,0.0,27.1,47.5,0,0,34.2,308.0
14,3,0,0.0,32.9,47.9,1,0,27.0,438.0
15,3,0,0.0,33.3,81.2,0,0,41.6,318.0
15,3,0,0.26,8.7,56.7,0,0,28.6,390.0
15,3,0,0.58,24.5,36.3,0,0,39.5,448.0
15,3,0,0.0,26.0,73.1,0,0,33.1,304.0
15,3,0,0.45,26.1,61.6,0,0,23.6,414.0
15,3,0,0.2,21.0,35.1,0,0,31.9,372.0
15,3,0,0.08,26.6,43.5,0,0,36.0,341.0
15,3,0,0.69,42.5,87.5,0,0,25.9,485.0
15,3,0,0.43,8.8,66.9,0,0,19.1,424.0
15,3,0,0.03,21.7,52.4,0,0,37.1,318.0
16,3,0,0.83,20.0,36.2,0,0,26.6,504.0
16,3,0,0.4,30.0,45.4,0,0,29.2,412.0
16,3,0,0.28,20.2,87.7,0,0,28.6,390.0
16,3,0,0.21,25.6,43.9,0,0,33.8,344.0
16,3,0,0.28,27.1,68.0,0,0,32.7,349.0
16,3,0,0.45,32.4,84.8,0,0,30.4,431.0
16,3,0,0.42,35.8,55.6,0,0,33.1,408.0
16,3,0,0.0,23.5,47.4,1,0,31.9,398.0
16,3,0,0.24,12.9,40.2,0,0,40.4,356.0
16,3,0,0.0,26.9,49.5,0,0,32.8,338.0
17,3,0,0.0,30.7,67.0,1,1,15.0,843.0
17,3,0,0.49,30.0,73.3,0,1,18.0,829.0
17,3,0,0.33,32.2,74.0,0,1,10.0,690.0
17,3,0,0.21,15.6,57.3,0,1,18.1,633.0
17,3,0,0.32,34.0,71.8,0,1,10.0,715.0
17,3,0,0.55,39.2,84.9,0,1,15.8,792.0
17,3,0,0.0,21.7,30.3,0,1,27.6,543.0
17,3,0,0.52,18.8,79.9,1,1,12.9,1193.0
17,3,0,0.0,22.0,43.3,0,1,12.2,547.0
17,3,0,0.04,20.8,73.0,0,1,10.0,559.0
18,3,0,0.11,16.3,36.2,0,1,16.7,582.0
18,3,0,0.3,36.2,73.4,0,1,10.0,638.0
18,3,0,0.22,17.6,60.9,0,1,10.9,708.0
18,3,0,0.35,30.5,38.6,0,1,13.0,698.0
18,3,0,0.0,37.1,37.9,0,1,22.3,569.0
18,3,0,0.12,24.4,62.2,1,1,15.7,928.0
18,3,0,0.61,27.5,61.5,0,1,10.0,838.0
18,3,0,0.64,30.8,75.7,0,1,17.8,869.0
18,3,0,0.06,14.2,76.6,0,1,22.1,530.0
18,3,0,0.21,12.6,66.4,0,1,10.0,665.0
19,3,0,0.0,18.4,63.9,0,1,20.1,585.0
19,3,0,0.62,20.0,53.2,0,1,10.0,853.0
19,3,0,0.0,10.7,59.5,0,1,23.6,562.0
19,3,0,0.0,19.3,54.5,0,1,14.8,610.0
19,3,0,0.11,21.8,52.8,0,1,10.0,573.0
19,3,0,0.01,33.5,60.1,0,1,23.7,525.0
19,3,0,0.31,39.0,56.8,1,1,15.6,1033.0
19,3,0,0.25,33.0,66.6,1,1,13.0,1011.0
19,3,0,0.63,29.6,56.0,0,1,12.4,823.0
19,3,0,0.39,12.0,65.7,0,1,19.7,735.0
20,3,0,0.73,25.6,59.9,0,0,30.7,407.0
20,3,0,0.0,13.6,30.2,0,0,43.2,229.0
20,3,0,0.62,25.2,63.0,0,0,27.6,386.0
20,3,0,0.48,17.7,66.6,0,0,38.5,359.0
20,3,0,0.0,31.4,56.7,1,0,44.4,338.0
20,3,0,0.49,36.4,36.9,0,0,37.9,356.0
20,3,0,0.0,28.5,46.1,0,0,41.7,194.0
20,3,0,0.4,20.2,68.3,0,0,41.3,273.0
20,3,0,0.0,30.0,42.2,0,0,49.1,206.0
20,3,0,0.05,33.9,58.8,0,0,43.2,278.0
21,3,0,0.2,12.8,51.0,1,0,33.9,436.0
21,3,0,0.65,24.0,44.1,0,0,33.3,383.0
21,3,0,0.28,28.0,54.5,0,0,38.8,293.0
21,3,0,0.0,28.4,88.8,0,0,43.8,271.0
21,3,0,0.41,33.9,47.5,0,0,38.2,289.0
21,3,0,0.0,23.6,50.9,0,0,40.1,226.0
21,3,0,0.0,30.6,62.1,0,0,41.5,260.0
21,3,0,0.03,18.0,88.5,1,0,32.5,363.0
21,3,0,0.07,25.7,34.9,0,0,44.1,178.0
21,3,0,0.0,41.4,86.0,0,0,39.4,297.0
22,3,0,0.09,23.0,38.4,0,0,45.9,197.0
22,3,0,0.29,24.6,39.4,0,0,40.4,268.0
22,3,0,0.29,9.2,86.8,0,0,38.5,276.0
22,3,0,0.0,22.4,43.8,1,0,35.3,341.0
22,3,0,0.89,19.1,55.3,0,0,23.3,449.0
22,3,0,0.11,8.8,53.3,0,0,37.1,286.0
22,3,0,0.0,28.5,65.5,0,0,44.4,250.0
22,3,0,0.07,10.2,61.6,0,0,32.0,257.0
22,3,0,0.93,21.3,58.8,0,0,26.7,430.0
22,3,0,0.26,19.3,70.9,0,0,34.2,347.0
23,3,0,0.29,22.9,38.4,0,0,51.6,101.0
23,3,0,0.79,29.2,86.5,0,0,55.5,172.0
23,3,0,0.19,31.1,63.7,0,0,60.0,68.0
23,3,0,0.09,28.3,63.3,0,0,52.2,122.0
23,3,0,0.21,33.2,68.6,0,0,41.1,95.0
23,3,0,0.29,7.1,76.7,0,0,50.5,128.0
23,3,0,0.73,22.0,77.6,0,0,45.4,194.0
23,3,0,0.0,34.4,36.5,0,0,45.8,145.0
23,3,0,0.15,27.1,51.3,0,0,46.3,126.0
23,3,0,0.23,28.0,67.0,0,0,53.6,93.0
0,4,0,0.4,37.1,69.7,0,0,50.9,137.0
0,4,0,0.21,26.3,36.5,0,0,46.9,160.0
0,4,0,0.24,23.1,60.1,0,0,51.5,95.0
0,4,0,0.0,34.3,45.9,0,0,60.0,123.0
0,4,0,0.61,14.2,46.3,0,0,53.7,130.0
0,4,0,0.33,20.7,72.5,1,0,45.6,187.0
0,4,0,0.34,29.5,49.6,0,0,54.1,102.0
0,4,0,0.08,25.0,53.5,0,0,48.1,105.0
0,4,0,0.0,8.2,32.7,0,0,46.1,139.0
0,4,0,0.62,18.1,52.2,0,0,35.3,199.0
1,4,0,0.23,21.8,86.9,0,0,52.6,118.0
1,4,0,0.85,21.2,63.3,0,0,47.0,195.0
1,4,0,0.19,38.5,57.7,0,0,60.0,95.0
1,4,0,0.1,24.8,40.4,0,0,48.7,147.0
1,4,0,0.25,10.7,50.7,0,0,59.5,93.0
1,4,0,0.32,12.8,80.1,0,0,44.7,144.0
1,4,0,0.0,20.8,88.4,1,0,43.3,151.0
1,4,0,0.64,48.7,64.2,0,0,51.8,132.0
1,4,0,0.73,39.6,70.9,0,0,44.0,165.0
1,4,0,0.22,10.5,76.4,0,0,54.5,97.0
2,4,0,0.33,25.6,39.4,0,0,53.5,140.0
2,4,0,0.0,32.5,47.3,0,0,56.8,92.0
2,4,0,0.24,19.9,37.5,0,0,55.6,136.0
2,4,0,0.29,28.1,36.7,0,0,45.0,163.0
2,4,0,0.32,24.4,74.1,0,0,51.2,145.0
2,4,0,0.0,27.5,51.1,0,0,49.6,61.0
2,4,0,0.38,13.8,84.0,0,0,49.4,102.0
2,4,0,0.35,30.6,85.9,0,0,49.9,121.0
2,4,0,0.87,31.5,58.8,0,0,51.9,133.0
2,4,0,0.84,22.8,56.0,1,0,52.0,235.0
3,4,0,0.0,16.6,54.7,0,0,58.4,87.0
3,4,0,0.02,22.0,52.2,0,0,59.5,75.0
3,4,0,0.0,37.9,37.1,0,0,45.2,136.0
3,4,0,0.0,27.2,39.8,0,0,52.5,134.0
3,4,0,0.53,11.3,40.2,0,0,57.5,127.0
3,4,0,0.37,32.0,79.7,0,0,49.3,104.0
3,4,0,0.59,18.8,34.7,0,0,60.0,91.0
3,4,0,0.02,22.3,67.9,0,0,49.5,77.0
3,4,0,0.18,32.5,53.5,0,0,51.7,128.0
3,4,0,0.19,21.6,66.6,0,0,45.3,147.0
4,4,0,0.0,19.0,87.4,1,0,51.0,107.0
4,4,0,0.0,32.9,46.0,0,0,51.7,97.0
4,4,0,0.0,27.2,58.3,0,0,52.1,131.0
4,4,0,0.39,20.6,44.1,0,0,60.0,110.0
4,4,0,0.3,20.0,43.1,1,0,41.7,172.0
4,4,0,0.0,30.6,41.0,0,0,51.2,100.0
4,4,0,0.0,21.8,33.2,0,0,47.6,142.0
4,4,0,0.41,28.4,30.6,0,0,51.3,131.0
4,4,0,0.0,21.6,51.3,0,0,54.8,114.0
4,4,0,0.0,24.4,89.8,0,0,50.7,155.0
5,4,0,0.54,7.2,86.6,0,0,46.2,128.0
5,4,0,0.32,21.2,33.7,0,0,48.7,118.0
5,4,0,0.0,28.1,32.7,1,0,42.0,179.0
5,4,0,0.0,28.6,45.7,0,0,54.8,50.0
5,4,0,0.47,20.1,58.9,0,0,54.8,105.0
5,4,0,0.0,27.9,61.6,0,0,54.6,121.0
5,4,0,0.61,16.8,86.5,0,0,53.0,118.0
5,4,0,0.0,27.5,82.3,0,0,58.0,50.0
5,4,0,0.15,20.5,84.2,0,0,49.6,112.0
5,4,0,0.15,30.4,55.7,0,0,60.0,78.0
6,4,0,0.42,26.5,36.4,0,0,45.1,117.0
6,4,0,0.02,31.5,82.9,0,0,51.7,160.0
6,4,0,0.57,20.3,40.0,0,0,46.6,142.0
6,4,0,0.33,29.8,61.0,0,0,53.9,95.0
6,4,0,0.33,29.2,69.4,0,0,49.1,142.0
6,4,0,0.3,31.8,52.3,0,0,57.5,160.0
6,4,0,0.0,18.0,54.4,0,0,60.0,50.0
6,4,0,0.46,18.6,61.9,0,0,47.1,132.0
6,4,0,0.29,28.8,49.4,0,0,49.8,123.0
6,4,0,0.38,7.9,77.8,0,0,56.6,121.0
7,4,0,0.0,23.2,32.9,0,1,24.7,483.0
7,4,0,0.29,38.6,41.9,0,1,17.8,574.0
7,4,0,0.61,22.8,57.7,0,1,10.0,759.0
7,4,0,0.38,18.8,58.8,0,1,11.2,686.0
7,4,0,0.41,21.9,31.1,0,1,13.7,717.0
7,4,0,0.6,30.0,73.5,0,1,14.8,769.0
7,4,0,0.0,38.6,58.3,0,1,22.9,520.0
7,4,0,0.0,14.9,85.8,0,1,26.8,462.0
7,4,0,0.37,30.8,42.5,0,1,17.3,648.0
7,4,0,0.1,30.9,33.7,0,1,22.4,489.0
8,4,0,0.41,27.7,57.2,0,1,14.3,680.0
8,4,0,0.22,39.9,67.6,0,1,22.5,557.0
8,4,0,0.76,22.4,74.2,0,1,22.0,821.0
8,4,0,0.16,33.1,33.7,0,1,21.2,577.0
